metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
mmetsp992	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	UDP-glucose 4-epimerase (EC 5.1.3.2)	1	-47	69.05	126	1	
mmetsp1002	Protein Metabolism	Protein processing and modification	N-linked Glycosylation in Bacteria	UDP-glucose 4-epimerase (EC 5.1.3.2)	1	-47	69.05	126	1	
mmetsp992	Protein Metabolism	Protein processing and modification	Peptide methionine sulfoxide reductase	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	2	-36	62.04	108	1	
mmetsp1002	Protein Metabolism	Protein processing and modification	Peptide methionine sulfoxide reductase	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)	2	-21	63.07	73.5	2	
mmetsp1433	Protein Metabolism	Protein processing and modification	Peptide methionine sulfoxide reductase	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)	3	-17.67	61.04	66.33	3	
QPX_v15	Protein Metabolism	Protein processing and modification	Peptide methionine sulfoxide reductase	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12)	2	-20.5	66.21	67.5	2	
mmetsp992	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	1	-65	64.29	182	1	
mmetsp1433	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	NAD-dependent protein deacetylase of SIR2 family	1	-14	74.47	47	1	
mmetsp98	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	NAD-dependent protein deacetylase of SIR2 family	1	-14	74.47	47	1	
mmetsp992	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	NAD-dependent protein deacetylase of SIR2 family	1	-14	62.71	59	1	
mmetsp1002	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	NAD-dependent protein deacetylase of SIR2 family	1	-14	62.71	59	1	
mmetsp1433	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	Propionate--CoA ligase (EC 6.2.1.17)	1	-58	63.01	173	1	
QPX_v15	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	Propionate--CoA ligase (EC 6.2.1.17)	1	-58	63.01	173	1	
mmetsp98	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	Propionate--CoA ligase (EC 6.2.1.17)	1	-58	63.01	173	1	
mmetsp992	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	Propionate--CoA ligase (EC 6.2.1.17)	1	-58	63.01	173	1	
mmetsp1002	Protein Metabolism	Protein processing and modification	Protein Acetylation and Deacetylation in Bacteria	Propionate--CoA ligase (EC 6.2.1.17)	2	-58	63.01	173	1	
QPX_v15	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	SSU ribosomal protein S12p (S23e)	1	-31	70.97	93	1	
mmetsp1433	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
QPX_v15	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	tRNA-i(6)A37 methylthiotransferase	1	-27	63.16	95	1	
mmetsp98	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp992	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp1002	Protein Metabolism	Protein processing and modification	Ribosomal protein S12p Asp methylthiotransferase	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp1433	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin	5	-23.4	65.42	74.4	5	
QPX_v15	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin	6	-21.5	66.2	69.83	6	
mmetsp98	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin	6	-20.5	65.5	68.5	6	
mmetsp992	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin	3	-31.67	64.15	93	3	
mmetsp1002	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin	3	-26.33	65.76	79.67	3	
mmetsp1433	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin reductase (EC 1.8.1.9)	2	-19	64.92	66.5	2	
QPX_v15	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin reductase (EC 1.8.1.9)	3	-20.33	66.42	68.33	3	
mmetsp98	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin reductase (EC 1.8.1.9)	2	-19	64.92	66.5	2	
mmetsp992	Protein Metabolism	Selenoproteins	Glycine reductase, sarcosine reductase and betaine reductase	Thioredoxin reductase (EC 1.8.1.9)	1	-24	63.16	76	1	
mmetsp1433	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	SECIS-binding protein 2	1	-5	65.71	35	1	
mmetsp98	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	SECIS-binding protein 2	1	-5	66.67	36	1	
mmetsp1433	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenide,water dikinase (EC 2.7.9.3)	1	-19	61.97	71	1	
mmetsp98	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenide,water dikinase (EC 2.7.9.3)	1	-19	61.97	71	1	
mmetsp992	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenide,water dikinase (EC 2.7.9.3)	1	-19	61.97	71	1	
mmetsp1002	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenide,water dikinase (EC 2.7.9.3)	1	-19	61.97	71	1	
mmetsp1002	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenocysteine-specific translation elongation factor	1	-32	67.31	104	1	
mmetsp1433	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
QPX_v15	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
mmetsp98	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
mmetsp992	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
mmetsp1002	Protein Metabolism	Selenoproteins	Selenocysteine metabolism	Selenophosphate-dependent tRNA 2-selenouridine synthase	1	-12	61.67	60	1	
mmetsp1433	Protein Metabolism	Selenoproteins	Selenoprotein O	Selenoprotein O and cysteine-containing homologs	1	-18	84.31	51	1	
mmetsp98	Protein Metabolism	Selenoproteins	Selenoprotein O	Selenoprotein O and cysteine-containing homologs	1	-18	84.31	51	1	
mmetsp992	Protein Metabolism	Selenoproteins	Selenoprotein O	Selenoprotein O and cysteine-containing homologs	2	-16.5	79.89	52	2	
mmetsp1002	Protein Metabolism	Selenoproteins	Selenoprotein O	Selenoprotein O and cysteine-containing homologs	2	-18	84.31	51	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	Cold-shock DEAD-box protein A	1	-19	64.38	73	1	
QPX_v15	RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	Cold-shock DEAD-box protein A	1	-19	64.38	73	1	
mmetsp98	RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	Cold-shock DEAD-box protein A	1	-19	64.38	73	1	
mmetsp992	RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	Cold-shock DEAD-box protein A	1	-19	64.38	73	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	ATP-dependent RNA helicases, bacterial	Cold-shock DEAD-box protein A	2	-11.5	66.06	52	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA N6-threonylcarbamoyladenosine 2-methylthiotransferase (putative)	1	-48	63.31	139	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA N6-threonylcarbamoyladenosine 2-methylthiotransferase (putative)	1	-48	63.31	139	1	
mmetsp992	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA N6-threonylcarbamoyladenosine 2-methylthiotransferase (putative)	1	-48	63.31	139	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA N6-threonylcarbamoyladenosine 2-methylthiotransferase (putative)	1	-48	63.31	139	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
QPX_v15	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA-i(6)A37 methylthiotransferase	1	-27	63.16	95	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp992	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	Methylthiotransferases	tRNA-i(6)A37 methylthiotransferase	2	-37.5	63.24	117	2	
mmetsp992	RNA Metabolism	RNA processing and modification	Polyadenylation bacterial	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	1	-11	62.75	51	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	Polyadenylation bacterial	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	1	-11	62.75	51	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Polyadenylation specificity factor	Cleavage and polyadenylation specificity factor, 73 kDa subunit	2	-32.5	65.44	101.5	2	
mmetsp98	RNA Metabolism	RNA processing and modification	Polyadenylation specificity factor	Cleavage and polyadenylation specificity factor, 73 kDa subunit	2	-32.5	65.44	101.5	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
QPX_v15	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
mmetsp992	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	1	-64	66.28	172	1	
mmetsp992	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	1	-5	60	40	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	2	-32.5	63.26	101	2	
QPX_v15	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	2	-30.5	62.81	95.5	2	
mmetsp98	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	2	-32.5	63.26	101	2	
mmetsp992	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	2	-32.5	63.26	101	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	2	-32.5	63.26	101	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-7	60.98	41	1	
QPX_v15	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-9	70.73	41	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-14	72.92	48	1	
mmetsp992	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-14	72.92	48	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine Biosynthesis	tRNA-guanine transglycosylase (EC 2.4.2.29)	1	-14	72.92	48	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	RNA 3'-terminal phosphate cyclase	RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)	1	-12	68.52	54	1	
mmetsp98	RNA Metabolism	RNA processing and modification	RNA 3'-terminal phosphate cyclase	RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)	1	-10	72.73	44	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	RNA methylation	Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	1	-13	60.34	58	1	
QPX_v15	RNA Metabolism	RNA processing and modification	RNA methylation	Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	1	-13	60.34	58	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
mmetsp992	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
QPX_v15	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (Guanosine18-2'-O-) -methyltransferase (EC 2.1.1.34)	1	-25	61.11	90	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp98	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp992	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	1	-6	69.7	33	1	
QPX_v15	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)	1	-22	62.03	79	1	
mmetsp98	RNA Metabolism	RNA processing and modification	RNA methylation	tRNA (cytosine34-2'-O-)-methyltransferase (EC 2.1.1.-)	1	-12	80	40	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	RNA processing and degradation, bacterial	Ribonuclease E (EC 3.1.26.12)	1	-5	79.17	24	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
QPX_v15	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase A (EC 4.2.1.70)	3	-8.67	65.5	45.67	3	
mmetsp98	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
mmetsp992	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase A (EC 4.2.1.70)	1	-8	68.29	41	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase A (EC 4.2.1.70)	2	-10	67.48	49	2	
mmetsp1433	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase B (EC 4.2.1.70)	1	-7	65.79	38	1	
QPX_v15	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase B (EC 4.2.1.70)	1	-7	65.79	38	1	
mmetsp98	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase B (EC 4.2.1.70)	1	-7	65.79	38	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	RNA pseudouridine syntheses	tRNA pseudouridine synthase B (EC 4.2.1.70)	1	-7	65.79	38	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HI-related protein	1	-10	64.44	45	1	
QPX_v15	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HI-related protein	1	-10	64.44	45	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HI-related protein	1	-10	64.44	45	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HI-related protein	1	-10	64.44	45	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HII (EC 3.1.26.4)	2	-15	65.28	58.5	2	
QPX_v15	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HII (EC 3.1.26.4)	1	-11	66.67	45	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HII (EC 3.1.26.4)	2	-15	65.28	58.5	2	
mmetsp992	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HII (EC 3.1.26.4)	3	-16.33	64.82	63	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	Ribonuclease H	Ribonuclease HII (EC 3.1.26.4)	1	-19	63.89	72	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Ribosome biogenesis archaeal	Fibrillarin	3	-41.67	67.38	126.67	3	
mmetsp98	RNA Metabolism	RNA processing and modification	Ribosome biogenesis archaeal	Fibrillarin	4	-33.25	71.15	97.25	3	
mmetsp992	RNA Metabolism	RNA processing and modification	Ribosome biogenesis archaeal	Fibrillarin	2	-56.5	63.8	158	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	Ribosome biogenesis archaeal	Fibrillarin	2	-56.5	63.8	158	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	Spliceosome	Pre-mRNA splicing factor PRP8	1	-40	77.78	99	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Spliceosome	U4/U6 small nuclear ribonucleoprotein component PRP3	1	-14	60.34	58	1	
QPX_v15	RNA Metabolism	RNA processing and modification	Spliceosome	U4/U6 small nuclear ribonucleoprotein component PRP3	1	-14	60.34	58	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Spliceosome	U4/U6 small nuclear ribonucleoprotein component PRP3	1	-14	60.34	58	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	Spliceosome	U4/U6 small nuclear ribonucleoprotein component PRP3	1	-14	60.34	58	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	1	-58	68.63	153	1	
QPX_v15	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	1	-58	68.63	153	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	1	-58	68.63	153	1	
mmetsp992	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	1	-13	60	50	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis	2	-34	64.02	98.5	2	
mmetsp98	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Iron-sulfur cluster assembly scaffold protein IscU	1	-58	85.04	127	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	2	-19	64.92	66.5	2	
QPX_v15	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	3	-20.33	66.42	68.33	3	
mmetsp98	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	2	-19	64.92	66.5	2	
mmetsp992	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	Thioredoxin reductase (EC 1.8.1.9)	1	-24	63.16	76	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	tRNA methylase Trm12p Wyeosine biosynthesis	1	-30	63.04	92	1	
QPX_v15	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	tRNA methylase Trm12p Wyeosine biosynthesis	1	-30	63.04	92	1	
mmetsp98	RNA Metabolism	RNA processing and modification	Wyeosine-MimG Biosynthesis	tRNA methylase Trm12p Wyeosine biosynthesis	1	-30	63.04	92	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	60S ribosome subunit biogenesis protein NIP7	1	-46	62.5	144	1	
QPX_v15	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	60S ribosome subunit biogenesis protein NIP7	1	-46	62.5	144	1	
mmetsp98	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	60S ribosome subunit biogenesis protein NIP7	1	-46	62.5	144	1	
mmetsp992	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	60S ribosome subunit biogenesis protein NIP7	1	-46	62.5	144	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	60S ribosome subunit biogenesis protein NIP7	1	-46	62.5	144	1	
QPX_v15	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	Conserved oligomeric Golgi complex component 8	1	-7	65.79	38	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	Conserved oligomeric Golgi complex component 8	1	-7	65.79	38	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	Growth-arrest-specific protein 8	1	-30	64.22	109	1	
QPX_v15	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	Growth-arrest-specific protein 8	1	-31	64.29	112	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	NADH dehydrogenase subunit 5	1	-64	72.46	167	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	RNA helicase, putative	5	-99.8	67.64	248.4	5	
QPX_v15	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	RNA helicase, putative	4	-104.5	69.92	254	4	
mmetsp98	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	RNA helicase, putative	5	-67	66.77	174.2	5	
mmetsp992	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	RNA helicase, putative	3	-21.75	63.77	77.5	3	
mmetsp1002	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	RNA helicase, putative	4	-43.6	65.13	125.4	4	
mmetsp1433	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	SSU ribosomal protein S14e (S11p)	1	-58	94.12	119	1	
mmetsp98	RNA Metabolism	RNA processing and modification	eukaryotic rRNA modification and related functions	SSU ribosomal protein S14e (S11p)	1	-61	93.55	124	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	mcm5s2U biosynthesis in tRNA	Cysteine desulfurase (EC 2.8.1.7)	4	-47.25	69.86	131.25	4	
QPX_v15	RNA Metabolism	RNA processing and modification	mcm5s2U biosynthesis in tRNA	Cysteine desulfurase (EC 2.8.1.7)	2	-80.5	65.74	212	2	
mmetsp98	RNA Metabolism	RNA processing and modification	mcm5s2U biosynthesis in tRNA	Cysteine desulfurase (EC 2.8.1.7)	4	-47.25	69.86	131.25	4	
mmetsp1002	RNA Metabolism	RNA processing and modification	mcm5s2U biosynthesis in tRNA	Cysteine desulfurase (EC 2.8.1.7)	5	-36.8	70.66	104.8	5	
mmetsp1433	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7)	4	-47.25	69.86	131.25	4	
QPX_v15	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7)	2	-80.5	65.74	212	2	
mmetsp98	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7)	4	-47.25	69.86	131.25	4	
mmetsp1002	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7)	5	-36.8	70.66	104.8	5	
mmetsp1433	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
QPX_v15	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp98	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	1	-150	68.01	372	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
mmetsp992	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
mmetsp1002	RNA Metabolism	RNA processing and modification	mnm5U34 biosynthesis bacteria	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	1	-21	67.57	74	1	
mmetsp1433	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	Fibrillarin	3	-41.67	67.38	126.67	3	
mmetsp98	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	Fibrillarin	4	-33.25	71.15	97.25	3	
mmetsp992	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	Fibrillarin	2	-56.5	63.8	158	2	
mmetsp1002	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	Fibrillarin	2	-56.5	63.8	158	2	
QPX_v15	RNA Metabolism	RNA processing and modification	rRNA modification Archaea	LSU ribosomal protein L7Ae	1	-31	79.52	83	1	
